id,plan,area,age,premium
3734,p04,r40,28,149.00
3735,p04,r40,29,153.00
3736,p04,r40,30,155.00
3737,p04,r40,31,159.00
3738,p04,r40,32,162.00
3739,p04,r40,33,164.00
3740,p04,r40,34,166.00
3741,p04,r40,35,167.00
3742,p04,r40,36,168.00
3743,p04,r40,37,170.00
3744,p04,r40,38,171.00
3745,p04,r40,39,173.00
3746,p04,r40,40,175.00
3747,p04,r40,41,178.00
3748,p04,r40,42,181.00
3749,p04,r40,43,186.00
3750,p04,r40,44,191.00
3751,p04,r40,45,198.00
3752,p04,r40,46,205.00
3753,p04,r40,47,214.00
3754,p04,r40,48,224.00
3755,p04,r40,49,234.00
3756,p04,r40,50,245.00
3757,p04,r40,51,255.00
3758,p04,r40,52,267.00
3759,p04,r40,53,279.00
3760,p04,r40,54,292.00
3761,p04,r40,55,305.00
3762,p04,r40,56,319.00
3763,p04,r40,57,334.00
3764,p04,r40,58,349.00
3765,p04,r40,59,356.00
3766,p04,r40,60,372.00
3767,p04,r40,61,385.00
3768,p04,r40,62,393.00
3769,p04,r40,63,404.00
3770,p04,r40,64,409.00
3771,p04,r40,65,409.00
3772,p04,r41,20,101.00
3773,p04,r41,21,159.00
3774,p04,r41,22,159.00
3775,p04,r41,23,159.00
3776,p04,r41,24,159.00
3777,p04,r41,25,160.00
3778,p04,r41,26,163.00
3779,p04,r41,27,167.00
3780,p04,r41,28,173.00
3781,p04,r41,29,178.00
3782,p04,r41,30,181.00
3783,p04,r41,31,185.00
3784,p04,r41,32,188.00
3785,p04,r41,33,191.00
3786,p04,r41,34,193.00
3787,p04,r41,35,195.00
3788,p04,r41,36,196.00
3789,p04,r41,37,197.00
3790,p04,r41,38,198.00
3791,p04,r41,39,201.00
3792,p04,r41,40,204.00
3793,p04,r41,41,207.00
3794,p04,r41,42,211.00
3795,p04,r41,43,216.00
3796,p04,r41,44,222.00
3797,p04,r41,45,230.00
3798,p04,r41,46,239.00
3799,p04,r41,47,249.00
3800,p04,r41,48,260.00
3801,p04,r41,49,272.00
3802,p04,r41,50,284.00
3803,p04,r41,51,297.00
3804,p04,r41,52,311.00
3805,p04,r41,53,325.00
3806,p04,r41,54,340.00
3807,p04,r41,55,355.00
3808,p04,r41,56,372.00
3809,p04,r41,57,388.00
3810,p04,r41,58,406.00
3811,p04,r41,59,415.00
3812,p04,r41,60,432.00
3813,p04,r41,61,448.00
3814,p04,r41,62,458.00
3815,p04,r41,63,470.00
3816,p04,r41,64,476.00
3817,p04,r41,65,476.00
3818,p04,r43,20,94.00
3819,p04,r43,21,148.00
3820,p04,r43,22,148.00
3821,p04,r43,23,148.00
3822,p04,r43,24,148.00
3823,p04,r43,25,149.00
3824,p04,r43,26,152.00
3825,p04,r43,27,155.00
3826,p04,r43,28,161.00
3827,p04,r43,29,166.00
3828,p04,r43,30,168.00
3829,p04,r43,31,172.00
3830,p04,r43,32,175.00
3831,p04,r43,33,178.00
3832,p04,r43,34,180.00
3833,p04,r43,35,181.00
3834,p04,r43,36,182.00
3835,p04,r43,37,184.00
3836,p04,r43,38,185.00
3837,p04,r43,39,187.00
3838,p04,r43,40,190.00
3839,p04,r43,41,193.00
3840,p04,r43,42,196.00
3841,p04,r43,43,201.00
3842,p04,r43,44,207.00
3843,p04,r43,45,214.00
3844,p04,r43,46,222.00
3845,p04,r43,47,232.00
3846,p04,r43,48,242.00
3847,p04,r43,49,253.00
3848,p04,r43,50,265.00
3849,p04,r43,51,277.00
3850,p04,r43,52,289.00
3851,p04,r43,53,303.00
3852,p04,r43,54,317.00
3853,p04,r43,55,331.00
3854,p04,r43,56,346.00
3855,p04,r43,57,361.00
3856,p04,r43,58,378.00
3857,p04,r43,59,386.00
3858,p04,r43,60,402.00
3859,p04,r43,61,417.00
3860,p04,r43,62,426.00
3861,p04,r43,63,438.00
3862,p04,r43,64,443.00
3863,p04,r43,65,443.00
3864,p04,r48,20,97.00
3865,p04,r48,21,153.00
3866,p04,r48,22,153.00
3867,p04,r48,23,153.00
3868,p04,r48,24,153.00
3869,p04,r48,25,154.00
3870,p04,r48,26,157.00
3871,p04,r48,27,161.00
3872,p04,r48,28,167.00
3873,p04,r48,29,172.00
3874,p04,r48,30,174.00
3875,p04,r48,31,178.00
3876,p04,r48,32,182.00
3877,p04,r48,33,184.00
3878,p04,r48,34,186.00
3879,p04,r48,35,188.00
3880,p04,r48,36,189.00
3881,p04,r48,37,190.00
3882,p04,r48,38,191.00
3883,p04,r48,39,194.00
3884,p04,r48,40,196.00
3885,p04,r48,41,200.00
3886,p04,r48,42,203.00
3887,p04,r48,43,208.00
3888,p04,r48,44,214.00
3889,p04,r48,45,222.00
3890,p04,r48,46,230.00
3891,p04,r48,47,240.00
3892,p04,r48,48,251.00
3893,p04,r48,49,262.00
3894,p04,r48,50,274.00
3895,p04,r48,51,286.00
3896,p04,r48,52,300.00
3897,p04,r48,53,313.00
3898,p04,r48,54,328.00
3899,p04,r48,55,342.00
3900,p04,r48,56,358.00
3901,p04,r48,57,374.00
3902,p04,r48,58,391.00
3903,p04,r48,59,400.00
3904,p04,r48,60,417.00
3905,p04,r48,61,431.00
3906,p04,r48,62,441.00
3907,p04,r48,63,453.00
3908,p04,r48,64,459.00
3909,p04,r48,65,459.00
3910,p04,r49,20,97.00
3911,p04,r49,21,153.00
3912,p04,r49,22,153.00
3913,p04,r49,23,153.00
3914,p04,r49,24,153.00
3915,p04,r49,25,154.00
3916,p04,r49,26,157.00
3917,p04,r49,27,161.00
3918,p04,r49,28,167.00
3919,p04,r49,29,172.00
3920,p04,r49,30,174.00
3921,p04,r49,31,178.00
3922,p04,r49,32,182.00
3923,p04,r49,33,184.00
3924,p04,r49,34,186.00
3925,p04,r49,35,188.00
3926,p04,r49,36,189.00
3927,p04,r49,37,190.00
3928,p04,r49,38,191.00
3929,p04,r49,39,194.00
3930,p04,r49,40,196.00
3931,p04,r49,41,200.00
3932,p04,r49,42,203.00
3933,p04,r49,43,208.00
3934,p04,r49,44,214.00
3935,p04,r49,45,222.00
3936,p04,r49,46,230.00
3937,p04,r49,47,240.00
3938,p04,r49,48,251.00
3939,p04,r49,49,262.00
3940,p04,r49,50,274.00
3941,p04,r49,51,286.00
3942,p04,r49,52,300.00
3943,p04,r49,53,313.00
3944,p04,r49,54,328.00
3945,p04,r49,55,342.00
3946,p04,r49,56,358.00
3947,p04,r49,57,374.00
3948,p04,r49,58,391.00
3949,p04,r49,59,400.00
3950,p04,r49,60,417.00
3951,p04,r49,61,431.00
3952,p04,r49,62,441.00
3953,p04,r49,63,453.00
3954,p04,r49,64,459.00
3955,p04,r49,65,459.00
3956,p04,r05,20,89.00
3957,p04,r05,21,141.00
3958,p04,r05,22,141.00
3959,p04,r05,23,141.00
3960,p04,r05,24,141.00
3961,p04,r05,25,141.00
3962,p04,r05,26,144.00
3963,p04,r05,27,148.00
3964,p04,r05,28,153.00
3965,p04,r05,29,158.00
3966,p04,r05,30,160.00
3967,p04,r05,31,163.00
3968,p04,r05,32,167.00
3969,p04,r05,33,169.00
3970,p04,r05,34,171.00
3971,p04,r05,35,172.00
3972,p04,r05,36,173.00
3973,p04,r05,37,174.00
3974,p04,r05,38,175.00
3975,p04,r05,39,178.00
3976,p04,r05,40,180.00
3977,p04,r05,41,183.00
3978,p04,r05,42,187.00
3979,p04,r05,43,191
3980,p04,r05,44,197.00
3981,p04,r05,45,203.00
3982,p04,r05,46,211.00
3983,p04,r05,47,220.00
3984,p04,r05,48,230.00
3985,p04,r05,49,240.00
3986,p04,r05,50,251.00
3987,p04,r05,51,263.00
3988,p04,r05,52,275.00
3989,p04,r05,53,287.00
3990,p04,r05,54,301.00
3991,p04,r05,55,314.00
3992,p04,r05,56,329.00
3993,p04,r05,57,343.00
3994,p04,r05,58,359.00
3995,p04,r05,59,367.00
3996,p04,r05,60,382.00
3997,p04,r05,61,396.00
3998,p04,r05,62,405.00
3999,p04,r05,63,416.00
4000,p04,r05,64,421.00
4001,p04,r05,65,421.00
4002,p04,r50,20,91.00
4003,p04,r50,21,144.00
4004,p04,r50,22,144.00
4005,p04,r50,23,144.00
4006,p04,r50,24,144.00
4007,p04,r50,25,144.00
4008,p04,r50,26,147.00
4009,p04,r50,27,151.00
4010,p04,r50,28,156.00
4011,p04,r50,29,161.00
4012,p04,r50,30,163.00
4013,p04,r50,31,167.00
4014,p04,r50,32,170.00
4015,p04,r50,33,172.00
4016,p04,r50,34,174.00
4017,p04,r50,35,176.00
4018,p04,r50,36,177.00
4019,p04,r50,37,178.00
4020,p04,r50,38,179.00
4021,p04,r50,39,181.00
4022,p04,r50,40,184.00
4023,p04,r50,41,187.00
4024,p04,r50,42,190.00
4025,p04,r50,43,195.00
4026,p04,r50,44,201.00
4027,p04,r50,45,207.00
4028,p04,r50,46,216.00
4029,p04,r50,47,225.00
4030,p04,r50,48,235.00
4031,p04,r50,49,245.00
4032,p04,r50,50,257.00
4033,p04,r50,51,268.00
4034,p04,r50,52,280.00
4035,p04,r50,53,293.00
4036,p04,r50,54,307.00
4037,p04,r50,55,320.00
4038,p04,r50,56,335.00
4039,p04,r50,57,350.00
4040,p04,r50,58,366.00
4041,p04,r50,59,374.00
4042,p04,r50,60,390.00
4043,p04,r50,61,404.00
4044,p04,r50,62,413.00
4045,p04,r50,63,424.00
4046,p04,r50,64,430.00
4047,p04,r50,65,430.00
4048,p04,r51,20,92.00
4049,p04,r51,21,144.00
4050,p04,r51,22,144.00
4051,p04,r51,23,144.00
4052,p04,r51,24,144.00
4053,p04,r51,25,145.00
4054,p04,r51,26,148.00
4055,p04,r51,27,151.00
4056,p04,r51,28,157.00
4057,p04,r51,29,161.00
4058,p04,r51,30,164.00
4059,p04,r51,31,167.00
4060,p04,r51,32,170.00
4061,p04,r51,33,173.00
4062,p04,r51,34,175.00
4063,p04,r51,35,176.00
4064,p04,r51,36,177.00
4065,p04,r51,37,178.00
4066,p04,r51,38,180.00
4067,p04,r51,39,182.00
4068,p04,r51,40,184.00
4069,p04,r51,41,188.00
4070,p04,r51,42,191.00
4071,p04,r51,43,196.00
4072,p04,r51,44,201.00
4073,p04,r51,45,208.00
4074,p04,r51,46,216.00
4075,p04,r51,47,225.00
4076,p04,r51,48,236.00
4077,p04,r51,49,246.00
4078,p04,r51,50,257.00
4079,p04,r51,51,269.00
4080,p04,r51,52,281.00
4081,p04,r51,53,294.00
4082,p04,r51,54,308.00
4083,p04,r51,55,321.00
4084,p04,r51,56,336.00
4085,p04,r51,57,351.00
4086,p04,r51,58,367.00
4087,p04,r51,59,375.00
4088,p04,r51,60,391.00
4089,p04,r51,61,405.00
4090,p04,r51,62,414.00
4091,p04,r51,63,425.00
4092,p04,r51,64,431.00
4093,p04,r51,65,431.00
4094,p04,r52,20,92.00
4095,p04,r52,21,144.00
4096,p04,r52,22,144.00
4097,p04,r52,23,144.00
4098,p04,r52,24,144.00
4099,p04,r52,25,145.00
4100,p04,r52,26,148.00
4101,p04,r52,27,151.00
4102,p04,r52,28,157.00
4103,p04,r52,29,161.00
4104,p04,r52,30,164.00
4105,p04,r52,31,167.00
4106,p04,r52,32,170.00
4107,p04,r52,33,173.00
4108,p04,r52,34,175.00
4109,p04,r52,35,176.00
4110,p04,r52,36,177.00
4111,p04,r52,37,178.00
4112,p04,r52,38,180.00
4113,p04,r52,39,182.00
4114,p04,r52,40,184.00
4115,p04,r52,41,188.00
4116,p04,r52,42,191.00
4117,p04,r52,43,196.00
4118,p04,r52,44,201.00
4119,p04,r52,45,208.00
4120,p04,r52,46,216.00
4121,p04,r52,47,225.00
4122,p04,r52,48,236.00
4123,p04,r52,49,246.00
4124,p04,r52,50,257.00
4125,p04,r52,51,269.00
4126,p04,r52,52,281.00
4127,p04,r52,53,294.00
4128,p04,r52,54,308.00
4129,p04,r52,55,321.00
4130,p04,r52,56,336.00
4131,p04,r52,57,351.00
4132,p04,r52,58,367.00
4133,p04,r52,59,375.00
4134,p04,r52,60,391.00
4135,p04,r52,61,405.00
4136,p04,r52,62,414.00
4137,p04,r52,63,425.00
4138,p04,r52,64,431.00
4139,p04,r52,65,431.00
4140,p04,r56,20,87.00
4141,p04,r56,21,137.00
4142,p04,r56,22,137.00
4143,p04,r56,23,137.00
4144,p04,r56,24,137.00
4145,p04,r56,25,137.00
4146,p04,r56,26,140.00
4147,p04,r56,27,143.00
4148,p04,r56,28,149.00
4149,p04,r56,29,153.00
4150,p04,r56,30,155.00
4151,p04,r56,31,159.00
4152,p04,r56,32,162.00
4153,p04,r56,33,164.00
4154,p04,r56,34,166.00
4155,p04,r56,35,167.00
4156,p04,r56,36,168.00
4157,p04,r56,37,170.00
4158,p04,r56,38,171.00
4159,p04,r56,39,173.00
4160,p04,r56,40,175.00
4161,p04,r56,41,178.00
4162,p04,r56,42,181.00
4163,p04,r56,43,186.00
4164,p04,r56,44,191.00
4165,p04,r56,45,198.00
4166,p04,r56,46,205.00
4167,p04,r56,47,214.00
4168,p04,r56,48,224.00
4169,p04,r56,49,234.00
4170,p04,r56,50,245.00
4171,p04,r56,51,255.00
4172,p04,r56,52,267.00
4173,p04,r56,53,279.00
4174,p04,r56,54,292.00
4175,p04,r56,55,305.00
4176,p04,r56,56,319.00
4177,p04,r56,57,334.00
4178,p04,r56,58,349.00
4179,p04,r56,59,356.00
4180,p04,r56,60,372.00
4181,p04,r56,61,385.00
4182,p04,r56,62,393.00
4183,p04,r56,63,404.00
4184,p04,r56,64,409.00
4185,p04,r56,65,409.00
4186,p04,r57,20,97.00
4187,p04,r57,21,153.00
4188,p04,r57,22,153.00
4189,p04,r57,23,153.00
4190,p04,r57,24,153.00
4191,p04,r57,25,154.00
4192,p04,r57,26,157.00
4193,p04,r57,27,161.00
4194,p04,r57,28,167.00
4195,p04,r57,29,172.00
4196,p04,r57,30,174.00
4197,p04,r57,31,178.00
4198,p04,r57,32,182.00
4199,p04,r57,33,184.00
4200,p04,r57,34,186.00
4201,p04,r57,35,188.00
4202,p04,r57,36,189.00
4203,p04,r57,37,190.00
4204,p04,r57,38,191.00
4205,p04,r57,39,194.00
4206,p04,r57,40,196.00
4207,p04,r57,41,200.00
4208,p04,r57,42,203.00
4209,p04,r57,43,208.00
4210,p04,r57,44,214.00
4211,p04,r57,45,222.00
4212,p04,r57,46,230.00
4213,p04,r57,47,240.00
4214,p04,r57,48,251.00
4215,p04,r57,49,262.00
4216,p04,r57,50,274.00
4217,p04,r57,51,286.00
4218,p04,r57,52,300.00
4219,p04,r57,53,313.00
4220,p04,r57,54,328.00
4221,p04,r57,55,342.00
4222,p04,r57,56,358.00
4223,p04,r57,57,374.00
4224,p04,r57,58,391.00
4225,p04,r57,59,400.00
4226,p04,r57,60,417.00
4227,p04,r57,61,431.00
4228,p04,r57,62,441.00
4229,p04,r57,63,453.00
4230,p04,r57,64,459.00
4231,p04,r57,65,459.00
4232,p04,r58,20,100.00
4233,p04,r58,21,158.00
4234,p04,r58,22,158.00
4235,p04,r58,23,158.00
4236,p04,r58,24,158.00
4237,p04,r58,25,158.00
4238,p04,r58,26,161.00
4239,p04,r58,27,165.00
4240,p04,r58,28,171.00
4241,p04,r58,29,176.00
4242,p04,r58,30,179.00
4243,p04,r58,31,183.00
4244,p04,r58,32,186.00
4245,p04,r58,33,189
4246,p04,r58,34,191.00
4247,p04,r58,35,192.00
4248,p04,r58,36,194.00
4249,p04,r58,37,195.00
4250,p04,r58,38,196.00
4251,p04,r58,39,199.00
4252,p04,r58,40,201.00
4253,p04,r58,41,205.00
4254,p04,r58,42,209.00
4255,p04,r58,43,214.00
4256,p04,r58,44,220.00
4257,p04,r58,45,227.00
4258,p04,r58,46,236.00
4259,p04,r58,47,246.00
4260,p04,r58,48,258.00
4261,p04,r58,49,269.00
4262,p04,r58,50,281.00
4263,p04,r58,51,294.00
4264,p04,r58,52,307.00
4265,p04,r58,53,321.00
4266,p04,r58,54,336.00
4267,p04,r58,55,351.00
4268,p04,r58,56,368.00
4269,p04,r58,57,384.00
4270,p04,r58,58,401.00
4271,p04,r58,59,410.00
4272,p04,r58,60,428.00
4273,p04,r58,61,443.00
4274,p04,r58,62,453.00
4275,p04,r58,63,465.00
4276,p04,r58,64,471.00
4277,p04,r58,65,471.00
4278,p04,r06,20,91.00
4279,p04,r06,21,144.00
4280,p04,r06,22,144.00
4281,p04,r06,23,144.00
4282,p04,r06,24,144.00
4283,p04,r06,25,144.00
4284,p04,r06,26,147.00
4285,p04,r06,27,151.00
4286,p04,r06,28,156.00
4287,p04,r06,29,161.00
4288,p04,r06,30,163.00
4289,p04,r06,31,167.00
4290,p04,r06,32,170.00
4291,p04,r06,33,172.00
4292,p04,r06,34,174.00
4293,p04,r06,35,176.00
4294,p04,r06,36,177.00
4295,p04,r06,37,178.00
4296,p04,r06,38,179.00
4297,p04,r06,39,181.00
4298,p04,r06,40,184.00
4299,p04,r06,41,187.00
4300,p04,r06,42,190.00
4301,p04,r06,43,195.00
4302,p04,r06,44,201.00
4303,p04,r06,45,207.00
4304,p04,r06,46,216.00
4305,p04,r06,47,225.00
4306,p04,r06,48,235.00
4307,p04,r06,49,245.00
4308,p04,r06,50,257.00
4309,p04,r06,51,268.00
4310,p04,r06,52,280.00
4311,p04,r06,53,293.00
4312,p04,r06,54,307.00
4313,p04,r06,55,320.00
4314,p04,r06,56,335.00
4315,p04,r06,57,350.00
4316,p04,r06,58,366.00
4317,p04,r06,59,374.00
4318,p04,r06,60,390.00
4319,p04,r06,61,404.00
4320,p04,r06,62,413.00
4321,p04,r06,63,424.00
4322,p04,r06,64,430.00
4323,p04,r06,65,430.00
4324,p04,r08,20,87.00
4325,p04,r08,21,137.00
4326,p04,r08,22,137.00
4327,p04,r08,23,137.00
4328,p04,r08,24,137.00
4329,p04,r08,25,137.00
4330,p04,r08,26,140.00
4331,p04,r08,27,143.00
4332,p04,r08,28,149.00
4333,p04,r08,29,153.00
4334,p04,r08,30,155.00
4335,p04,r08,31,159.00
4336,p04,r08,32,162.00
4337,p04,r08,33,164.00
4338,p04,r08,34,166.00
4339,p04,r08,35,167.00
4340,p04,r08,36,168.00
4341,p04,r08,37,170.00
4342,p04,r08,38,171.00
4343,p04,r08,39,173.00
4344,p04,r08,40,175.00
4345,p04,r08,41,178.00
4346,p04,r08,42,181.00
4347,p04,r08,43,186.00
4348,p04,r08,44,191.00
4349,p04,r08,45,198.00
4350,p04,r08,46,205.00
4351,p04,r08,47,214.00
4352,p04,r08,48,224.00
4353,p04,r08,49,234.00
4354,p04,r08,50,245.00
4355,p04,r08,51,255.00
4356,p04,r08,52,267.00
4357,p04,r08,53,279.00
4358,p04,r08,54,292.00
4359,p04,r08,55,305.00
4360,p04,r08,56,319.00
4361,p04,r08,57,334.00
4362,p04,r08,58,349.00
4363,p04,r08,59,356.00
4364,p04,r08,60,372.00
4365,p04,r08,61,385.00
4366,p04,r08,62,393.00
4367,p04,r08,63,404.00
4368,p04,r08,64,409.00
4369,p04,r08,65,409.00
5244,p05,r10,20,202.00
5245,p05,r10,21,317.00
5246,p05,r10,22,317.00
5247,p05,r10,23,317.00
5248,p05,r10,24,317.00
5249,p05,r10,25,319.00
5250,p05,r10,26,325.00
5251,p05,r10,27,333.00
5252,p05,r10,28,345.00
5253,p05,r10,29,355.00
5254,p05,r10,30,360.00
5255,p05,r10,31,368.00
5256,p05,r10,32,375.00
5257,p05,r10,33,380.00
5258,p05,r10,34,385.00
5259,p05,r10,35,388.00
5260,p05,r10,36,390.00
5261,p05,r10,37,393.00
5262,p05,r10,38,395.00
5263,p05,r10,39,401.00
5264,p05,r10,40,406.00
5265,p05,r10,41,413.00
5266,p05,r10,42,421.00
5267,p05,r10,43,431.00
5268,p05,r10,44,443.00
5269,p05,r10,45,458.00
5270,p05,r10,46,476.00
5271,p05,r10,47,496.00
5272,p05,r10,48,519.00
5273,p05,r10,49,541.00
5274,p05,r10,50,567.00
5275,p05,r10,51,592.00
5276,p05,r10,52,619.00
5277,p05,r10,53,647.00
5278,p05,r10,54,678.00
5279,p05,r10,55,708.00
5280,p05,r10,56,740.00
5281,p05,r10,57,773.00
5282,p05,r10,58,809.00
5283,p05,r10,59,826.00
5284,p05,r10,60,861.00
5285,p05,r10,61,892.00
5286,p05,r10,62,912.00
5287,p05,r10,63,937.00
5288,p05,r10,64,949.00
5289,p05,r10,65,949.00
5290,p05,r15,20,202.00
5291,p05,r15,21,317.00
5292,p05,r15,22,317.00
5293,p05,r15,23,317.00
5294,p05,r15,24,317.00
5295,p05,r15,25,319.00
5296,p05,r15,26,325.00
5297,p05,r15,27,333.00
5298,p05,r15,28,345.00
5299,p05,r15,29,355.00
5300,p05,r15,30,360.00
5301,p05,r15,31,368.00
5302,p05,r15,32,375.00
5303,p05,r15,33,380.00
5304,p05,r15,34,385.00
5305,p05,r15,35,388.00
5306,p05,r15,36,390.00
5307,p05,r15,37,393.00
5308,p05,r15,38,395.00
5309,p05,r15,39,401
5310,p05,r15,40,406.00
5311,p05,r15,41,413.00
5312,p05,r15,42,421.00
5313,p05,r15,43,431.00
5314,p05,r15,44,443.00
5315,p05,r15,45,458.00
5316,p05,r15,46,476.00
5317,p05,r15,47,496.00
5318,p05,r15,48,519.00
5319,p05,r15,49,541.00
5320,p05,r15,50,567.00
5321,p05,r15,51,592.00
5322,p05,r15,52,619.00
5323,p05,r15,53,647.00
5324,p05,r15,54,678.00
5325,p05,r15,55,708.00
5326,p05,r15,56,740.00
5327,p05,r15,57,773.00
5328,p05,r15,58,809.00
5329,p05,r15,59,826.00
5330,p05,r15,60,861.00
5331,p05,r15,61,892.00
5332,p05,r15,62,912.00
5333,p05,r15,63,937.00
5334,p05,r15,64,949.00
5335,p05,r15,65,949.00
5336,p05,r16,20,153.00
5337,p05,r16,21,241.00
5338,p05,r16,22,241.00
5339,p05,r16,23,241.00
5340,p05,r16,24,241.00
5341,p05,r16,25,242.00
5342,p05,r16,26,247.00
5343,p05,r16,27,253.00
5344,p05,r16,28,262.00
5345,p05,r16,29,270.00
5346,p05,r16,30,274.00
5347,p05,r16,31,280.00
5348,p05,r16,32,285.00
5349,p05,r16,33,289.00
5350,p05,r16,34,293.00
5351,p05,r16,35,295.00
5352,p05,r16,36,297.00
5353,p05,r16,37,299.00
5354,p05,r16,38,301.00
5355,p05,r16,39,305.00
5356,p05,r16,40,308.00
5357,p05,r16,41,314.00
5358,p05,r16,42,320.00
5359,p05,r16,43,327.00
5360,p05,r16,44,337.00
5361,p05,r16,45,348.00
5362,p05,r16,46,362.00
5363,p05,r16,47,377.00
5364,p05,r16,48,395.00
5365,p05,r16,49,412.00
5366,p05,r16,50,431.00
5367,p05,r16,51,450.00
5368,p05,r16,52,471.00
5369,p05,r16,53,492.00
5370,p05,r16,54,515.00
5371,p05,r16,55,538.00
5372,p05,r16,56,563.00
5373,p05,r16,57,588.00
5374,p05,r16,58,615.00
5375,p05,r16,59,628.00
5376,p05,r16,60,655.00
5377,p05,r16,61,678.00
5378,p05,r16,62,693.00
5379,p05,r16,63,712.00
5380,p05,r16,64,721.00
5381,p05,r16,65,721.00
5382,p05,r28,20,184.00
5383,p05,r28,21,290.00
5384,p05,r28,22,290.00
5385,p05,r28,23,290.00
5386,p05,r28,24,290.00
5387,p05,r28,25,292.00
5388,p05,r28,26,297.00
5389,p05,r28,27,304.00
5390,p05,r28,28,316.00
5391,p05,r28,29,325.00
5392,p05,r28,30,330.00
5393,p05,r28,31,337.00
5394,p05,r28,32,343.00
5395,p05,r28,33,348.00
5396,p05,r28,34,352.00
5397,p05,r28,35,355.00
5398,p05,r28,36,357.00
5399,p05,r28,37,359.00
5400,p05,r28,38,362.00
5401,p05,r28,39,366.00
5402,p05,r28,40,371.00
5403,p05,r28,41,378.00
5404,p05,r28,42,385.00
5405,p05,r28,43,394.00
5406,p05,r28,44,406.00
5407,p05,r28,45,419.00
5408,p05,r28,46,436.00
5409,p05,r28,47,454.00
5410,p05,r28,48,475.00
5411,p05,r28,49,495.00
5412,p05,r28,50,519.00
5413,p05,r28,51,542.00
5414,p05,r28,52,567.00
5415,p05,r28,53,592.00
5416,p05,r28,54,620.00
5417,p05,r28,55,647.00
5418,p05,r28,56,677.00
5419,p05,r28,57,708.00
5420,p05,r28,58,740.00
5421,p05,r28,59,756.00
5422,p05,r28,60,788.00
5423,p05,r28,61,816.00
5424,p05,r28,62,834.00
5425,p05,r28,63,857.00
5426,p05,r28,64,868.00
5427,p05,r28,65,868.00
5428,p05,r34,20,196.00
5429,p05,r34,21,309.00
5430,p05,r34,22,309.00
5431,p05,r34,23,309.00
5432,p05,r34,24,309.00
5433,p05,r34,25,310.00
5434,p05,r34,26,317.00
5435,p05,r34,27,324.00
5436,p05,r34,28,336.00
5437,p05,r34,29,346.00
5438,p05,r34,30,351.00
5439,p05,r34,31,358.00
5440,p05,r34,32,366.00
5441,p05,r34,33,370.00
5442,p05,r34,34,375.00
5443,p05,r34,35,378.00
5444,p05,r34,36,380.00
5445,p05,r34,37,383.00
5446,p05,r34,38,385.00
5447,p05,r34,39,390.00
5448,p05,r34,40,395.00
5449,p05,r34,41,403.00
5450,p05,r34,42,410.00
5451,p05,r34,43,420.00
5452,p05,r34,44,432.00
5453,p05,r34,45,447.00
5454,p05,r34,46,464.00
5455,p05,r34,47,483.00
5456,p05,r34,48,506.00
5457,p05,r34,49,528.00
5458,p05,r34,50,552.00
5459,p05,r34,51,577.00
5460,p05,r34,52,604.00
5461,p05,r34,53,631.00
5462,p05,r34,54,660.00
5463,p05,r34,55,690.00
5464,p05,r34,56,721.00
5465,p05,r34,57,754.00
5466,p05,r34,58,788.00
5467,p05,r34,59,805.00
5468,p05,r34,60,839.00
5469,p05,r34,61,869.00
5470,p05,r34,62,888.00
5471,p05,r34,63,913.00
5472,p05,r34,64,925.00
5473,p05,r34,65,925.00
5474,p05,r40,20,175.00
5475,p05,r40,21,276.00
5476,p05,r40,22,276.00
5477,p05,r40,23,276.00
5478,p05,r40,24,276.00
5479,p05,r40,25,277.00
5480,p05,r40,26,282.00
5481,p05,r40,27,289.00
5482,p05,r40,28,300.00
5483,p05,r40,29,309.00
5484,p05,r40,30,313.00
5485,p05,r40,31,320.00
5486,p05,r40,32,326.00
5487,p05,r40,33,330.00
5488,p05,r40,34,335.00
5489,p05,r40,35,337.00
5490,p05,r40,36,339.00
5491,p05,r40,37,341.00
5492,p05,r40,38,344.00
5493,p05,r40,39,348.00
5494,p05,r40,40,353.00
5495,p05,r40,41,359.00
5496,p05,r40,42,365.00
5497,p05,r40,43,374.00
5498,p05,r40,44,385.00
5499,p05,r40,45,398.00
5500,p05,r40,46,414.00
5501,p05,r40,47,431.00
5502,p05,r40,48,451.00
5503,p05,r40,49,471.00
5504,p05,r40,50,493.00
5505,p05,r40,51,514.00
5506,p05,r40,52,538.00
5507,p05,r40,53,563.00
5508,p05,r40,54,589.00
5509,p05,r40,55,615.00
5510,p05,r40,56,644.00
5511,p05,r40,57,672.00
5512,p05,r40,58,703.00
5513,p05,r40,59,718.00
5514,p05,r40,60,749.00
5515,p05,r40,61,775.00
5516,p05,r40,62,792.00
5517,p05,r40,63,814.00
5518,p05,r40,64,825.00
5519,p05,r40,65,825.00
5520,p05,r41,20,204.00
5521,p05,r41,21,321.00
5522,p05,r41,22,321.00
5523,p05,r41,23,321.00
5524,p05,r41,24,321.00
5525,p05,r41,25,322.00
5526,p05,r41,26,329.00
5527,p05,r41,27,336.00
5528,p05,r41,28,349.00
5529,p05,r41,29,359.00
5530,p05,r41,30,364.00
5531,p05,r41,31,372.00
5532,p05,r41,32,380.00
5533,p05,r41,33,384.00
5534,p05,r41,34,390.00
5535,p05,r41,35,392.00
5536,p05,r41,36,395.00
5537,p05,r41,37,397.00
5538,p05,r41,38,400.00
5539,p05,r41,39,405.00
